account,behavior_category
a24463,inactive
a00027,inactive
a14525,low_activity
a25845,medium_activity_bidirectional
a25858,low_activity
a16694,inactive
a23829,low_activity
a01505,medium_activity_unidirectional
a29589,inactive
a25586,inactive
a22155,medium_activity_bidirectional
a06701,inactive
a05497,inactive
a06596,inactive
a16341,medium_activity_bidirectional
a12617,low_activity
a00310,inactive
a14141,inactive
a26130,inactive
a26126,medium_activity_bidirectional
a11972,low_activity
a23236,low_activity
a02115,low_activity
a28770,inactive
a26726,inactive
a20861,low_activity
a13150,low_activity
a13315,inactive
a01694,medium_activity_bidirectional
a18020,low_activity
a22043,inactive
a30199,inactive
a10630,inactive
a14411,low_activity
a28186,low_activity
a20093,inactive
a13706,low_activity
a07087,low_activity
a31343,medium_activity_bidirectional
a12088,medium_activity_unidirectional
a21620,inactive
a25665,low_activity
a03731,inactive
a10287,low_activity
a17160,low_activity
a09147,inactive
a04058,inactive
a23644,medium_activity_bidirectional
a01272,inactive
a27224,medium_activity_bidirectional
a25572,medium_activity_bidirectional
a31196,inactive
a15301,inactive
a13229,medium_activity_unidirectional
a19276,inactive
a13897,inactive
a08824,low_activity
a26456,low_activity
a02764,medium_activity_unidirectional
a00710,inactive
a22448,medium_activity_unidirectional
a12175,medium_activity_bidirectional
a30341,medium_activity_bidirectional
a01993,low_activity
a12252,inactive
a14535,inactive
a25232,low_activity
a13994,inactive
a10148,low_activity
a14710,low_activity
a21752,medium_activity_bidirectional
a08683,low_activity
a31159,medium_activity_unidirectional
a10338,low_activity
a13676,medium_activity_unidirectional
a17696,low_activity
a18302,inactive
a25442,medium_activity_bidirectional
a15346,inactive
a27655,inactive
a28077,medium_activity_bidirectional
a26856,medium_activity_unidirectional
a19166,inactive
a10635,low_activity
a24983,inactive
a17013,low_activity
a14158,low_activity
a28003,medium_activity_bidirectional
a16624,inactive
a24945,inactive
a22850,low_activity
a10185,low_activity
a17835,low_activity
a01177,low_activity
a16236,low_activity
a00840,medium_activity_bidirectional
a11073,low_activity
a13426,medium_activity_unidirectional
a25515,inactive
a14616,medium_activity_unidirectional
a26300,inactive
a14951,low_activity
a12747,medium_activity_bidirectional
a27535,inactive
a04313,low_activity
a29357,low_activity
a13858,low_activity
a16519,medium_activity_bidirectional
a24591,inactive
a15530,low_activity
a05928,inactive
a17148,inactive
a24929,inactive
a15424,inactive
a17889,inactive
a21044,low_activity
a01148,inactive
a00518,low_activity
a12455,low_activity
a30398,inactive
a10755,medium_activity_unidirectional
a06404,medium_activity_bidirectional
a05809,inactive
a04780,inactive
a11662,low_activity
a17498,medium_activity_unidirectional
a10563,inactive
a16014,low_activity
a05146,medium_activity_unidirectional
a14812,medium_activity_unidirectional
a10049,medium_activity_bidirectional
a15612,low_activity
a05240,inactive
a22982,medium_activity_unidirectional
a04418,inactive
a17890,inactive
a29697,inactive
a09981,inactive
a09111,medium_activity_bidirectional
a11055,inactive
a23465,inactive
a07591,low_activity
a02902,inactive
a01599,low_activity
a11393,inactive
a14580,low_activity
a29434,inactive
a17621,inactive
a12117,inactive
a23760,low_activity
a19751,low_activity
a14382,medium_activity_bidirectional
a28218,medium_activity_unidirectional
a04873,low_activity
a15150,inactive
a16108,inactive
a10189,medium_activity_bidirectional
a17705,low_activity
a16321,medium_activity_bidirectional
a16046,inactive
a27889,inactive
a26131,inactive
a13651,medium_activity_unidirectional
a17077,low_activity
a09911,low_activity
a27557,inactive
a19738,inactive
a02404,medium_activity_unidirectional
a22209,inactive
a02856,inactive
a25890,inactive
a10863,inactive
a05846,inactive
a05157,inactive
a02426,medium_activity_unidirectional
a09732,inactive
a30832,inactive
a12475,inactive
a02433,medium_activity_bidirectional
a03805,medium_activity_unidirectional
a02685,low_activity
a19868,inactive
a05657,inactive
a01181,low_activity
a19616,inactive
a03442,low_activity
a24790,medium_activity_unidirectional
a27144,low_activity
a21847,inactive
a29431,low_activity
a02448,inactive
a06591,low_activity
a26494,inactive
a26568,low_activity
a14030,medium_activity_bidirectional
a09057,medium_activity_bidirectional
a10276,inactive
a09788,inactive
a14205,inactive
a26958,low_activity
a19894,inactive
a11838,low_activity
a10437,medium_activity_bidirectional
a10576,low_activity
a18285,inactive
a25702,medium_activity_unidirectional
a14979,low_activity
a04216,medium_activity_bidirectional
a25033,low_activity
a12006,inactive
a07530,low_activity
a23755,inactive
a15051,inactive
a15357,inactive
a27854,inactive
a04860,inactive
a14570,inactive
a15044,inactive
a27246,medium_activity_bidirectional
a00759,inactive
a18754,medium_activity_bidirectional
a30509,inactive
a01662,low_activity
a20167,medium_activity_unidirectional
a08958,medium_activity_unidirectional
a26447,inactive
a01087,inactive
a09091,low_activity
a03406,low_activity
a21879,inactive
a21433,inactive
a18449,low_activity
a09761,inactive
a07915,low_activity
a22772,inactive
a01902,low_activity
a05810,inactive
a30121,low_activity
a05383,low_activity
a29751,inactive
a09960,low_activity
a29472,inactive
a00640,low_activity
a31448,inactive
a28482,medium_activity_bidirectional
a30496,low_activity
a00619,low_activity
a26745,inactive
a11450,low_activity
a27898,inactive
a00421,inactive
a30513,low_activity
a13496,medium_activity_unidirectional
a14206,low_activity
a01977,inactive
a16407,inactive
a22359,inactive
a13741,inactive
a21787,medium_activity_unidirectional
a16379,low_activity
a11408,medium_activity_unidirectional
a23888,low_activity
a06002,inactive
a13985,inactive
a30635,inactive
a09963,low_activity
a19239,inactive
a08246,low_activity
a11726,medium_activity_bidirectional
a21675,low_activity
a27025,inactive
a21659,medium_activity_bidirectional
a27483,inactive
a25031,inactive
a20138,low_activity
a24324,low_activity
a29729,inactive
a27870,medium_activity_unidirectional
a22218,inactive
a03462,low_activity
a16155,low_activity
a12711,low_activity
a31349,low_activity
a17006,medium_activity_bidirectional
a13653,medium_activity_unidirectional
a05016,medium_activity_bidirectional
a15099,inactive
a02821,inactive
a07104,inactive
a09955,low_activity
a21245,low_activity
a17134,medium_activity_bidirectional
a11919,inactive
a19524,medium_activity_bidirectional
a28545,inactive
a13551,inactive
a14721,inactive
a29170,inactive
a24024,inactive
a16445,low_activity
a06413,inactive
a17885,inactive
a22391,medium_activity_unidirectional
a03967,inactive
a20202,inactive
a21867,medium_activity_bidirectional
a09430,low_activity
a12580,inactive
a17174,low_activity
a05334,low_activity
a25994,low_activity
a03935,low_activity
a02009,medium_activity_unidirectional
a01234,inactive
a07311,low_activity
a28200,medium_activity_unidirectional
a23785,inactive
a18276,inactive
a12948,inactive
a03149,low_activity
a28078,medium_activity_bidirectional
a15332,inactive
a11067,low_activity
a15873,inactive
a12125,inactive
a05978,inactive
a06394,inactive
a27593,inactive
a09176,inactive
a28670,inactive
a08845,inactive
a00136,inactive
a08522,inactive
a02399,inactive
a10558,inactive
a19382,inactive
a21230,inactive
a23212,inactive
a15759,inactive
a29830,inactive
a29812,low_activity
a14637,low_activity
a10764,low_activity
a16560,low_activity
a21615,low_activity
a21154,low_activity
a06572,low_activity
a16632,low_activity
a05493,inactive
a12089,low_activity
a00463,inactive
a02573,inactive
a09689,inactive
a09141,inactive
a21337,inactive
a17009,medium_activity_bidirectional
a22198,medium_activity_bidirectional
a21264,medium_activity_bidirectional
a21015,inactive
a02099,low_activity
a27511,low_activity
a20737,inactive
a10699,low_activity
a23056,inactive
a10059,inactive
a26681,medium_activity_bidirectional
a15070,low_activity
a16231,low_activity
a26913,low_activity
a20290,inactive
a18646,low_activity
a04277,inactive
a22051,inactive
a22267,inactive
a14837,low_activity
a25663,low_activity
a10572,inactive
a07759,low_activity
a13104,low_activity
a20303,inactive
a06388,inactive
a08484,inactive
a06510,low_activity
a29114,inactive
a09393,inactive
a03292,medium_activity_bidirectional
a09775,inactive
a17323,inactive
a20937,inactive
a10982,inactive
a23300,inactive
a16315,inactive
a01365,inactive
a24344,medium_activity_unidirectional
a26496,inactive
a26125,medium_activity_unidirectional
a26922,inactive
a22457,inactive
a13800,low_activity
a22830,inactive
a09216,inactive
a00036,inactive
a22177,low_activity
a18608,medium_activity_bidirectional
a05152,medium_activity_unidirectional
a16868,low_activity
a00745,inactive
a04613,medium_activity_bidirectional
a05282,inactive
a10703,inactive
a19444,medium_activity_unidirectional
a11042,inactive
a17551,inactive
a02775,inactive
a21667,low_activity
a21643,inactive
a28402,medium_activity_bidirectional
a05873,low_activity
a01073,inactive
a04945,low_activity
a16338,low_activity
a14742,inactive
a02416,medium_activity_unidirectional
a01787,low_activity
a14543,medium_activity_bidirectional
a18473,low_activity
a10561,low_activity
a18504,inactive
a16689,inactive
a24260,low_activity
a07966,inactive
a17250,inactive
a04752,inactive
a06752,inactive
a02813,inactive
a22202,inactive
a03692,inactive
a19693,inactive
a25315,low_activity
a23811,inactive
a04197,inactive
a03720,low_activity
a08212,inactive
a21457,medium_activity_bidirectional
a23986,medium_activity_unidirectional
a06502,medium_activity_bidirectional
a29921,low_activity
a16208,low_activity
a05491,low_activity
a20137,medium_activity_bidirectional
a00041,medium_activity_unidirectional
a25876,low_activity
a03436,inactive
a04291,medium_activity_unidirectional
a30840,medium_activity_bidirectional
a10756,low_activity
a05749,medium_activity_unidirectional
a24492,inactive
a30710,medium_activity_unidirectional
a12616,low_activity
a29096,low_activity
a23328,inactive
a02830,inactive
a08656,low_activity
a22616,inactive
a31334,inactive
a23868,medium_activity_unidirectional
a20001,inactive
a18428,medium_activity_bidirectional
a16277,inactive
a16412,low_activity
a08815,inactive
a15497,low_activity
a11347,inactive
a25039,medium_activity_bidirectional
a30901,low_activity
a31438,inactive
a27465,medium_activity_bidirectional
a08078,inactive
a01613,inactive
a02461,inactive
a06909,inactive
a28301,low_activity
a04627,low_activity
a19835,low_activity
a28265,medium_activity_unidirectional
a26886,low_activity
a19334,low_activity
a31143,low_activity
a00962,low_activity
a09486,inactive
a09754,low_activity
a11057,medium_activity_unidirectional
a14075,medium_activity_unidirectional
a07272,inactive
a18501,low_activity
a24719,low_activity
a24205,inactive
a01571,inactive
a29172,inactive
a28196,medium_activity_bidirectional
a28460,inactive
a17262,inactive
a05358,inactive
a18195,low_activity
a23532,inactive
a30230,inactive
a21231,inactive
a06875,inactive
a17693,inactive
a19637,medium_activity_bidirectional
a13412,inactive
a21546,inactive
a19034,inactive
a29868,inactive
a24070,inactive
a19069,inactive
a08999,inactive
a23817,inactive
a17821,inactive
a21754,low_activity
a09668,medium_activity_bidirectional
a05110,inactive
a14605,low_activity
a18105,low_activity
a19075,inactive
a28085,low_activity
a28011,low_activity
a27118,low_activity
a03064,low_activity
a15696,inactive
a08900,inactive
a23843,low_activity
a01882,medium_activity_unidirectional
a05467,inactive
a28062,inactive
a17667,low_activity
a01986,low_activity
a27562,low_activity
a10880,low_activity
a20659,medium_activity_unidirectional
a27522,low_activity
a16777,low_activity
a20704,inactive
a30007,low_activity
a25523,low_activity
a04176,low_activity
a23831,inactive
a24650,low_activity
a04374,low_activity
a20256,inactive
a15797,low_activity
a03388,inactive
a01842,inactive
a06854,medium_activity_unidirectional
a13429,inactive
a00517,inactive
a10442,inactive
a07229,medium_activity_unidirectional
a04807,inactive
a03361,inactive
a13254,medium_activity_bidirectional
a12965,inactive
a27956,inactive
a20903,medium_activity_bidirectional
a08058,medium_activity_unidirectional
a19864,inactive
a01932,medium_activity_bidirectional
a28509,inactive
a08857,inactive
a26731,inactive
a09190,inactive
a20062,medium_activity_unidirectional
a13448,inactive
a10271,medium_activity_unidirectional
a09651,inactive
a29454,medium_activity_bidirectional
a13266,low_activity
a13942,low_activity
a07211,inactive
a22013,inactive
a14017,inactive
a00904,low_activity
a28519,low_activity
a12559,low_activity
a22689,inactive
a05333,medium_activity_unidirectional
a15066,medium_activity_unidirectional
a15227,low_activity
a28478,inactive
a10238,low_activity
a09319,inactive
a06215,inactive
a01809,medium_activity_unidirectional
a03598,medium_activity_bidirectional
a13464,low_activity
a10171,inactive
a04980,low_activity
a06427,low_activity
a13126,low_activity
a01518,medium_activity_unidirectional
a19821,low_activity
a27685,inactive
a20209,low_activity
a25108,inactive
a28907,medium_activity_bidirectional
a15409,medium_activity_unidirectional
a07142,low_activity
a29581,medium_activity_unidirectional
a26189,inactive
a05522,inactive
a21596,low_activity
a23003,low_activity
a04981,medium_activity_unidirectional
a14235,medium_activity_bidirectional
a23548,low_activity
a21807,inactive
a01166,low_activity
a23389,inactive
a28982,low_activity
a19465,inactive
a13694,low_activity
a23813,medium_activity_unidirectional
a05915,inactive
a01254,low_activity
a18498,low_activity
a05931,low_activity
a07387,medium_activity_bidirectional
a06810,low_activity
a07222,inactive
a21515,medium_activity_unidirectional
a27818,inactive
a25480,inactive
a25018,medium_activity_unidirectional
a06441,medium_activity_unidirectional
a16439,medium_activity_unidirectional
a08601,inactive
a10384,medium_activity_unidirectional
a20404,inactive
a07882,low_activity
a25429,medium_activity_unidirectional
a11357,inactive
a20613,medium_activity_unidirectional
a26149,low_activity
a03304,medium_activity_unidirectional
a26455,inactive
a15250,medium_activity_unidirectional
a13863,inactive
a08712,inactive
a22414,low_activity
a02176,inactive
a02359,low_activity
a14897,inactive
a04265,inactive
a17029,inactive
a05762,medium_activity_bidirectional
a31330,inactive
a13644,inactive
a09862,medium_activity_bidirectional
a28329,low_activity
a01618,medium_activity_unidirectional
a26820,inactive
a08795,inactive
a17417,inactive
a21406,inactive
a30187,inactive
a18363,low_activity
a15249,low_activity
a23679,low_activity
